D,L,NC,W,dob,fname,height,lname,name,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight,year_counts,15_rec,16_rec,17_rec,18_rec,reach_height_ratio,reach_weight_ratio,weight_class,age,age_z,reach_z,height_z,sapm_z,slpm_z,str_acc_z,sub_avg_z,td_acc_z,td_avg_z,td_def_z,win_perc,total_fights,brawl_score,strike_diff,strike_ratio
0,3,0,14,1991-04-10,Dooho,70.0,Choi,Dooho Choi,70.0,6.26,5.64,Orthodox,0.53,,0.0,0.2,0.55,0.5,145,"[1, 2, 0, 1]",1,2,0,1,1.0,0.4827586206896552,145,27.216438356164385,-1.0219566585820181,-0.16090644440717775,0.5700499876846751,1.8714539346051497,1.5361700495993063,1.0242996472912231,-0.47744186994331295,-0.6871265122482679,-0.7468212438681265,-0.3445665019457322,0.8235294117647058,17,11.899999999999999,-0.6200000000000001,0.9009584664536741
0,2,0,10,1985-12-01,Shinsho,67.0,Anzai,Shinsho Anzai,70.0,3.69,3.49,Orthodox,0.59,,0.0,0.16,2.0,1.0,170,"[1, 0, 1, 1]",1,0,1,1,1.044776119402985,0.4117647058823529,170,32.57534246575342,0.017747581145014478,-1.579684654839994,-2.4851486445084814,0.3295198759328682,0.02012950758568817,1.6703719191101922,-0.6855542864217495,-0.7984248004113115,0.4488449321485212,1.5929570634888597,0.8333333333333334,12,7.18,-0.19999999999999973,0.94579945799458
0,6,1,18,1986-03-14,Robert,68.0,Peralta,Robert Peralta,71.0,2.97,3.76,Orthodox,0.44,,0.0,0.66,0.59,0.65,145,"[1, 0, 0, 0]",1,0,0,0,1.0441176470588236,0.4896551724137931,145,32.293150684931504,0.34652392236577934,0.3128736419028426,-0.47343134570421913,-0.2259628331336264,0.30723400991986066,0.18198217083854376,-0.47744186994331295,1.177234226609949,-0.7192345164332373,0.2608540329263806,0.75,25,6.73,0.7899999999999996,1.2659932659932658
0,3,0,9,1988-11-28,Mike,76.0,Rodriguez,Mike Rodriguez,82.0,3.13,2.72,Southpaw,0.54,,0.0,0.0,0.0,0.41,205,"[0, 0, 0, 1]",0,0,0,1,1.0789473684210527,0.4,205,29.58082191780822,-0.7594422377223312,2.4048853944067914,1.448259665011927,-0.2116758432005992,-0.5788812548499682,0.7458380911258705,-0.48917308368814894,-1.3050969277589637,-0.959000054700302,-0.5473928733428935,0.75,12,5.85,-0.4099999999999997,0.8690095846645368
0,6,0,10,1986-10-20,Paul,70.0,Redmond,Paul Redmond,70.0,2.99,0.72,Orthodox,0.34,,0.0,0.0,0.0,0.5,145,"[2, 0, 0, 0]",2,0,0,0,1.0,0.4827586206896552,145,31.69041095890411,0.1840491636995547,-0.16090644440717775,0.5700499876846751,-0.21321257922639977,-1.6799817138171154,-0.7539261363310996,-0.47744186994331295,-1.497718137838797,-1.1261387460978547,-0.3445665019457322,0.625,16,3.71,-2.2700000000000005,0.24080267558528426
0,8,0,17,1986-12-13,Dennis,66.0,Bermudez,Dennis Bermudez,66.0,3.2,4.59,Orthodox,0.46,,1.1,0.38,3.6,0.82,145,"[1, 2, 2, 2]",1,2,2,2,1.0,0.45517241379310347,145,31.542465753424658,0.14416899566329935,-2.0560267896472593,-1.5169126790931133,-0.07933491320052047,0.8497961976506798,0.3691638322724726,0.2880114923949539,0.042405950783208184,1.3566667230421845,0.9469973057814414,0.68,25,7.79,1.3899999999999997,1.434375
0,0,0,11,1989-07-06,Dmitry,75.0,Sosnovskiy,Dmitry Sosnovskiy,77.0,2.53,2.95,Orthodox,0.7,,3.2,0.66,3.16,1.0,240,"[0, 0, 0, 1]",0,0,0,1,1.0266666666666666,0.32083333333333336,265,28.97808219178082,-1.0185210544247936,-0.016827499307864483,0.12629867451207857,-0.4747866132646649,-0.1418145332541205,2.0437888956679027,3.531290869073543,1.0082537618436234,1.331892759806659,1.290349551722218,1.0,11,5.48,0.4200000000000004,1.16600790513834
0,8,0,19,1983-04-19,Zach,64.0,Makovsky,Zach Makovsky,64.0,2.24,1.94,Southpaw,0.43,,0.3,0.3,3.71,0.56,125,"[2, 2, 0, 0]",2,2,0,0,1.0,0.512,125,35.1972602739726,1.23406405377334,-1.0581062283541502,-0.9793762996208284,-0.6068310843877202,-0.7959516255167246,0.3671670551481774,-0.40268376302912984,-0.2225497920516403,1.0641161715391647,0.1929561855514383,0.7037037037037037,27,4.18,-0.30000000000000027,0.8660714285714285
0,6,0,12,1987-01-21,Shane,72.0,Campbell,Shane Campbell,71.0,3.19,3.99,Orthodox,0.59,,0.0,0.28,1.36,0.82,155,"[2, 3, 0, 0]",2,3,0,0,0.9861111111111112,0.45806451612903226,155,31.435616438356163,-0.11877840799077256,-0.2443556715471552,1.3137337643739033,-0.11339552852077305,0.49023368095190245,1.917456078605831,-0.8849781246706946,-0.3046491577974122,-0.13808064205698772,0.9746841151449774,0.6666666666666666,18,7.18,0.8000000000000003,1.2507836990595613
0,7,1,19,1980-02-28,Francimar,73.0,Barroso,Francimar Barroso,75.0,3.07,2.77,Orthodox,0.52,,0.0,0.24,2.22,0.83,205,"[1, 3, 2, 1]",1,3,2,1,1.0273972602739727,0.36585365853658536,205,38.33698630136986,1.1611058625327222,-0.2934190313749894,-0.44561835846520625,-0.2540110118407191,-0.5484326739946173,0.5441800784158934,-0.48917308368814894,-0.34394251164766926,0.4404262213514872,0.8738380778091996,0.7307692307692307,27,5.84,-0.2999999999999998,0.9022801302931597
0,3,0,12,1989-10-03,Sirwan,65.0,Kakai,Sirwan Kakai,66.0,4.63,3.57,Orthodox,0.41,,0.0,0.42,4.0,0.83,135,"[2, 0, 0, 0]",2,0,0,0,1.0153846153846153,0.4888888888888889,135,28.734246575342464,-0.5373444418452784,-0.8219850046715718,-1.0610458127599296,0.7818100206473774,0.2729019219269508,0.11582377882552548,-0.5181187286124248,0.20743916809624688,1.5734038192404147,0.9587831963396409,0.8,15,8.2,-1.06,0.7710583153347732
0,9,0,24,1983-06-01,Wendell,70.0,Oliveira,Wendell Oliveira,72.0,4.4,3.77,Orthodox,0.47,,0.0,0.0,0.0,1.0,170,"[1, 0, 0, 0]",1,0,0,0,1.0285714285714285,0.4235294117647059,170,35.07945205479452,0.6492427170768352,-0.6457105158470067,-0.8043219679322061,0.8694509992757924,0.0853788489358868,0.4507946612604221,-0.6855542864217495,-1.4660400230700807,-1.103823232966271,1.5929570634888597,0.7272727272727273,33,8.17,-0.6300000000000003,0.8568181818181817
0,2,0,9,1982-10-20,Josh,73.0,Copeland,Josh Copeland,75.0,3.01,1.03,Orthodox,0.31,,0.0,0.0,0.0,0.57,265,"[1, 0, 0, 0]",1,0,0,0,1.0273972602739727,0.2830188679245283,265,35.69315068493151,0.2830610864919049,-0.7348008031100824,-0.7998916052431861,-0.16129682776602874,-1.5922372656158676,-1.2380031301893535,-0.6657188751489238,-1.2121473436117978,-0.8908771368507532,-0.09154177951840589,0.8181818181818182,11,4.04,-1.9799999999999998,0.34219269102990035
0,3,0,13,1986-10-02,Alex,71.0,Reyes,Alex Reyes,73.0,8.35,4.56,Orthodox,0.46,,0.0,0.0,0.0,0.0,170,"[0, 0, 1, 0]",0,0,1,0,1.028169014084507,0.4294117647058823,170,31.73972602739726,-0.19298110207074531,-0.17872344635051282,-0.24404640907344774,3.873293164352622,0.26947520488823296,0.34916322310627507,-0.6855542864217495,-1.4660400230700807,-1.103823232966271,-2.3215914266164317,0.8125,16,12.91,-3.79,0.5461077844311377
0,7,0,22,1983-02-24,Jan,74.0,Blachowicz,Jan Blachowicz,78.0,3.17,3.79,Orthodox,0.49,,0.3,0.52,1.57,0.57,205,"[2, 2, 3, 1]",2,2,3,1,1.054054054054054,0.3804878048780488,205,35.345205479452055,0.5048985641977668,0.8629971511029165,0.18567431602717152,-0.18345239744051928,0.07271837545454411,0.2416930593509278,-0.22793929030494897,0.7774043071488409,0.03068429367866596,-0.005971558618286686,0.7586206896551724,29,6.96,0.6200000000000001,1.1955835962145112
0,0,0,26,1988-09-20,Khabib,70.0,Nurmagomedov,Khabib Nurmagomedov,70.0,1.55,4.34,Orthodox,0.48,,0.6,0.44,5.44,0.84,155,"[0, 2, 1, 1]",0,2,1,1,1.0,0.45161290322580644,155,29.76986301369863,-0.5815644220777024,-0.7129829868430685,0.05325947693407655,-1.2716498555543927,0.7144313758682282,0.7134008244553426,0.09858564601253816,0.3425535098353459,2.76400040267388,1.0471080322485016,1.0,26,5.89,2.79,2.8
0,2,0,13,1995-02-22,Michal,72.0,Oleksiejczuk,Michal Oleksiejczuk,74.0,3.47,5.07,Southpaw,0.58,,0.0,0.66,2.0,0.0,205,"[0, 0, 1, 0]",0,0,1,0,1.0277777777777777,0.36097560975609755,205,23.34246575342466,-2.1277426207889008,-0.6788910922009581,-1.076911032957584,0.02822344576008025,0.8522020453515311,1.1491541165458237,-0.48917308368814894,1.338077716547096,0.3017443381391476,-1.9347849923246987,0.8666666666666667,15,8.540000000000001,1.6,1.4610951008645534
0,2,0,6,1988-02-03,Daniel,65.0,Teymur,Daniel Teymur,69.0,5.59,3.8,Orthodox,0.45,,0.0,0.0,0.0,0.75,145,"[0, 0, 1, 1]",0,0,1,1,1.0615384615384615,0.47586206896551725,145,30.4,-0.16379452417222837,-0.634686530717198,-2.0386533457875604,1.4443204287130584,0.33338158523218936,0.2755730015555082,-0.47744186994331295,-1.497718137838797,-1.1261387460978547,0.6644677228411223,0.75,8,9.39,-1.79,0.6797853309481217
0,7,1,14,1982-08-27,Akira,68.0,Corassani,Akira Corassani,68.0,4.91,3.25,Orthodox,0.45,,0.0,0.28,0.7,0.86,145,"[1, 0, 0, 0]",1,0,0,0,1.0,0.4689655172413793,145,35.84109589041096,1.302909433605608,-1.1084666170272184,-0.47343134570421913,1.0108117958673541,-0.026147575312329235,0.2755730015555082,-0.47744186994331295,-0.36288986201205625,-0.6433710159872916,1.1084427817473381,0.6666666666666666,22,8.16,-1.6600000000000001,0.6619144602851323
1,4,0,15,1988-10-06,Jennifer,64.0,Maia,Jennifer Maia,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,125,"[0, 0, 0, 1]",0,0,0,1,,,125,29.726027397260275,-0.18316600182244624,,-0.9793762996208284,-2.1679105361736513,-2.3215952920001173,-3.5904042432756396,-0.6125854657541107,-1.3804656842760439,-0.9019758743552371,-1.6950017340447856,0.775,20,0.0,0.0,
0,1,0,14,1988-08-22,Magomed,65.0,Bibulatov,Magomed Bibulatov,65.0,1.08,3.37,Orthodox,0.44,,0.0,0.28,1.8,1.0,125,"[0, 0, 2, 0]",0,0,2,0,1.0,0.52,125,29.84931506849315,-0.15123042220211055,-0.6243779996143857,-0.3531084617680534,-1.4152472290625775,0.3286207678189722,0.4592035969719872,-0.6125854657541107,-0.29974418486660037,0.05192323146954016,1.676351693805614,0.9333333333333333,15,4.45,2.29,3.1203703703703702
0,2,0,20,1984-11-29,Rashid,69.0,Magomedov,Rashid Magomedov,70.0,3.05,4.4,Orthodox,0.49,,0.2,0.57,0.67,0.89,155,"[1, 1, 1, 0]",1,1,1,0,1.0144927536231885,0.45161290322580644,155,33.58082191780822,0.47721081738762666,-0.7129829868430685,-0.5769776667858368,-0.2122708979016919,0.752865266425313,0.822860393014478,-0.5571235344429503,0.8684056772869617,-0.6288737599158845,1.2281678250073116,0.9090909090909091,22,7.45,1.3500000000000005,1.4426229508196724
0,8,0,21,1982-11-18,Ildemar,74.0,Alcantara,Ildemar Alcantara,78.0,2.63,1.93,Orthodox,0.38,,0.9,0.68,2.0,0.81,185,"[2, 0, 0, 0]",2,0,0,0,1.054054054054054,0.42162162162162165,185,35.61369863013699,0.5125993708450273,1.2126100366800476,0.7094284952612864,-0.26523858424682345,-0.9006354362896947,-0.6577796346245309,0.3558517868384647,1.1734467322806492,0.2286777358150312,0.8973231811720457,0.7241379310344828,29,4.56,-0.7,0.7338403041825096
0,2,0,10,1989-08-16,Tecia,61.0,Torres,Tecia Torres,60.0,2.98,4.74,Orthodox,0.49,,0.1,0.22,0.95,0.42,115,"[2, 1, 3, 2]",2,1,3,2,0.9836065573770492,0.5217391304347826,115,28.865753424657534,-0.3825056881580356,-2.2413675558362156,-1.6393693968861696,-0.6240230897474089,0.6063693630642731,0.4631089061339516,-0.38594029309172545,-0.5590130596063045,-0.3065266295748479,-0.16175134871820307,0.8333333333333334,12,7.720000000000001,1.7600000000000002,1.5906040268456376
0,1,0,1,1983-10-19,Gokhan,72.0,Saki,Gokhan Saki,73.0,4.21,8.42,Orthodox,0.6,,0.0,0.0,0.0,1.0,205,"[0, 0, 1, 1]",0,0,1,1,1.0138888888888888,0.35609756097560974,205,34.6958904109589,0.3624799472514436,-1.0643631530269269,-1.076911032957584,0.5503571923215584,2.892256962660051,1.3508121292558006,-0.48917308368814894,-1.3050969277589637,-0.959000054700302,1.4490982247040947,0.5,2,12.629999999999999,4.21,2.0
0,6,0,10,1982-08-21,Daniel,69.0,Sarafian,Daniel Sarafian,73.0,3.1,2.23,Orthodox,0.46,,0.7,0.07,0.36,0.53,185,"[0, 1, 0, 0]",0,1,0,0,1.0579710144927537,0.3945945945945946,185,35.85753424657534,0.5670905432381421,-0.7219816336812106,-2.0715312061629687,0.10141475280025682,-0.6722725054840284,0.07060911332127658,0.09848296683721348,-1.2198881587373385,-0.9842953896038388,-0.25595775987530434,0.625,16,5.33,-0.8700000000000001,0.7193548387096774
0,4,0,8,1983-07-22,Eddie,72.0,Gordon,Eddie Gordon,76.0,2.57,2.03,Orthodox,0.32,,0.0,0.83,1.93,0.63,185,"[2, 0, 0, 0]",2,0,0,0,1.0555555555555556,0.41081081081081083,185,34.93972602739726,0.3619833213090005,0.4387733685355443,-0.40295538530841574,-0.3120453932315571,-0.8245144593544728,-1.2040711955838863,-0.8023079031671654,1.7619717054817932,0.17690449265690866,0.15592829049874912,0.6666666666666666,12,4.6,-0.54,0.7898832684824902
0,7,0,14,1989-01-31,Dhiego,74.0,Lima,Dhiego Lima,74.0,2.88,2.54,Orthodox,0.47,,1.5,0.66,2.22,0.5,170,"[2, 0, 1, 1]",2,0,1,1,1.0,0.43529411764705883,170,29.405479452054795,-0.7816395876439514,0.288263623145981,1.4367802675028274,-0.28645788450060844,-0.20125218628105737,0.4507946612604221,1.3992469950473767,1.287872770397342,0.6196384303111485,-0.36431718156378584,0.6666666666666666,21,5.42,-0.33999999999999986,0.8819444444444445
0,12,0,30,1989-10-10,Jordan,72.0,Mein,Jordan Mein,73.0,2.71,3.66,Orthodox,0.44,,0.2,0.55,1.38,0.66,170,"[1, 1, 2, 1]",1,1,2,1,1.0138888888888888,0.4294117647058823,170,28.715068493150685,-0.9557498439402519,-0.17872344635051282,0.3162291497853107,-0.4157371675545479,0.05974517911973735,0.14590034679797984,-0.407580782225866,0.8288873048194384,-0.03248219903706442,0.26201057685306084,0.7142857142857143,42,6.37,0.9500000000000002,1.3505535055350555
0,1,0,8,1992-04-20,Cory,71.0,Sandhagen,Cory Sandhagen,70.0,3.64,9.09,Switch,0.54,,0.0,1.0,1.7,0.0,145,"[0, 0, 0, 1]",0,0,0,1,0.9859154929577465,0.4827586206896552,145,26.186301369863013,-1.299640791575204,-0.16090644440717775,1.091790654379122,0.20117067275846479,3.791398420287651,1.1178904780081875,-0.47744186994331295,2.5552399901138485,0.046297169884941515,-2.362634951519441,0.8888888888888888,9,12.73,5.449999999999999,2.4972527472527473
1,1,0,7,1991-07-02,Hakeem,68.0,Dawodu,Hakeem Dawodu,73.0,3.08,4.62,Orthodox,1.0,,0.0,0.0,0.0,0.0,145,"[0, 0, 0, 2]",0,0,0,2,1.0735294117647058,0.503448275862069,145,26.98904109589041,-1.0832539538970039,1.2604338145228833,-0.47343134570421913,-0.15583643664388017,0.8694068791349264,5.423068690988548,-0.47744186994331295,-1.497718137838797,-1.1261387460978547,-2.362634951519441,0.8333333333333334,9,7.7,1.54,1.5
0,3,0,16,1988-02-18,Joe,70.0,Duffy,Joe Duffy,73.0,3.45,3.07,Orthodox,0.34,,1.0,1.0,0.66,0.71,155,"[2, 2, 2, 0]",2,2,2,0,1.042857142857143,0.47096774193548385,155,30.35890410958904,-0.4179147624910411,0.6928989590446715,0.05325947693407655,0.07023015747236194,-0.09908597425672633,-0.8190331353725515,0.7542948264680267,2.60776284655,-0.6359867036529699,0.5763525710755957,0.8421052631578947,19,6.52,-0.38000000000000034,0.889855072463768
0,6,0,21,1984-08-02,Zak,72.0,Cummings,Zak Cummings,75.0,2.86,2.49,Southpaw,0.3,,0.9,0.38,1.09,0.66,170,"[1, 3, 1, 1]",1,3,1,1,1.0416666666666667,0.4411764705882353,170,33.90684931506849,0.35353164685930827,0.7552506926424747,0.3162291497853107,-0.301667211918719,-0.2129038543793071,-1.2769397873600856,0.5653264824597263,0.11954613074449603,-0.2576190829787091,0.26201057685306084,0.7777777777777778,27,5.35,-0.36999999999999966,0.8706293706293707
0,2,0,9,1989-06-18,Kwan,65.0,Ho Kwak,Kwan Ho Kwak,70.0,3.45,3.29,Switch,0.41,,0.0,1.0,0.78,0.26,135,"[0, 1, 1, 0]",0,1,1,0,1.0769230769230769,0.5185185185185185,135,29.027397260273972,-0.4728226425374167,0.762564401924227,-1.0610458127599296,0.07450527633086204,0.08915953093161881,0.11582377882552548,-0.5181187286124248,2.471526386913444,-0.5225671738273177,-1.0891349532901218,0.8181818181818182,11,6.74,-0.16000000000000014,0.9536231884057971
0,2,0,9,1987-09-06,Justin,71.0,Jones,Justin Jones,78.0,3.17,1.7,Orthodox,0.36,,0.5,0.15,1.0,0.46,185,"[1, 0, 0, 0]",1,0,0,0,1.0985915492957747,0.42162162162162165,185,30.81095890410959,-0.5606930471901582,1.2126100366800476,-0.9591473255932668,0.15602269661577925,-1.0757136832407055,-0.8398768216109829,-0.15888585316403758,-0.9060081730300614,-0.5109400235867188,-0.5442779951371419,0.8181818181818182,11,4.87,-1.47,0.5362776025236593
0,4,0,16,1984-10-17,Luke,75.0,Rockhold,Luke Rockhold,77.0,2.32,4.29,Southpaw,0.48,,1.2,0.4,0.71,0.68,185,"[2, 1, 1, 1]",2,1,1,1,1.0266666666666666,0.41621621621621624,185,33.6986301369863,0.08462937643168184,0.8256917026077959,1.2656204355461373,-0.5070737640012806,0.8958196193815465,0.25270630030772806,0.7419050168403413,0.0748667823051794,-0.7254291738132262,0.3618713156857761,0.8,20,6.609999999999999,1.9700000000000002,1.8491379310344829
0,1,0,16,1989-08-13,Weili,64.0,Zhang,Weili Zhang,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,115,"[0, 0, 0, 1]",0,0,0,1,,,115,28.873972602739727,-0.3806270324489692,,-0.03880164252985273,-2.5219148026737472,-2.390417233160486,-3.7820560667606165,-0.4423943253258874,-1.3473648103331446,-0.9930254034833698,-1.6327970791869029,0.9411764705882353,17,0.0,0.0,
1,2,0,9,1983-06-25,Marcelo,72.0,Guimaraes,Marcelo Guimaraes,73.0,4.41,4.67,Orthodox,0.51,,0.0,0.13,1.99,0.0,185,"[0, 1, 0, 0]",0,1,0,0,1.0138888888888888,0.3945945945945946,185,35.013698630136986,0.3785143511361247,-0.7219816336812106,-0.40295538530841574,1.1233634156336079,1.1850793317353903,0.5258520807874061,-0.8023079031671654,-0.9844781694568807,0.2212815582210137,-2.438953826857788,0.7916666666666666,12,9.08,0.2599999999999998,1.0589569160997732
1,8,0,24,1986-09-09,Bobby,70.0,Green,Bobby Green,71.0,3.87,5.0,Orthodox,0.48,,0.2,0.25,1.03,0.71,155,"[0, 1, 2, 1]",0,1,2,1,1.0142857142857142,0.45806451612903226,155,31.802739726027397,-0.016782806201876596,-0.2443556715471552,0.05325947693407655,0.3668562656151182,1.1372041719961574,0.7134008244553426,-0.5571235344429503,-0.4259996579785545,-0.37280778538080794,0.5763525710755957,0.7424242424242424,33,8.870000000000001,1.13,1.2919896640826873
0,3,0,8,1991-08-15,Andy,75.0,Enz,Andy Enz,78.0,5.32,3.51,Orthodox,0.23,,0.0,0.0,0.0,0.58,185,"[1, 0, 0, 0]",1,0,0,0,1.04,0.42162162162162165,185,26.86849315068493,-1.441735710939521,1.2126100366800476,1.2656204355461373,1.8332666852354014,0.30207599928681406,-2.0235085370229196,-0.8023079031671654,-1.494533146231206,-1.2505577829884686,-0.05001473468827785,0.7272727272727273,11,8.83,-1.8100000000000005,0.6597744360902255
1,8,0,19,1982-09-04,Abner,71.0,Lloveras,Abner Lloveras,71.0,6.87,6.27,,0.49,,0.0,0.2,2.0,0.0,155,"[1, 0, 0, 0]",1,0,0,0,1.0,0.45806451612903226,155,35.81917808219178,1.0990795238169382,-0.2443556715471552,0.6834966206539899,2.48561418092052,1.9507215221211118,0.822860393014478,-0.8849781246706946,-0.6282504916137914,0.3171477571164816,-1.994696486099505,0.6964285714285714,28,13.14,-0.6000000000000005,0.9126637554585152
0,12,0,27,1983-10-03,Thiago,69.0,Alves,Thiago Alves,70.0,3.14,3.6,Orthodox,0.41,,0.4,0.68,0.78,0.63,170,"[2, 1, 1, 1]",2,1,1,1,1.0144927536231885,0.4117647058823529,170,34.73972602739726,0.5635694163596077,-1.579684654839994,-1.3645975267909645,-0.08873662806517134,0.04576317740183762,-0.158993967664463,-0.1296072780299825,1.3713246732296884,-0.49828264857150195,0.144574122149902,0.6923076923076923,39,6.74,0.45999999999999996,1.1464968152866242
0,5,0,28,1986-05-16,Nazareno,68.0,Malegarie,Nazareno Malegarie,70.0,3.27,3.87,,0.34,,0.0,0.33,1.0,0.0,155,"[1, 0, 0, 0]",1,0,0,0,1.0294117647058822,0.45161290322580644,155,32.12054794520548,0.07151189385418262,-0.7129829868430685,-1.20721481050575,-0.05689531744596228,0.4133658998377334,-0.8190331353725515,-0.8849781246706946,-0.10239832416217531,-0.39414661659206435,-1.994696486099505,0.8484848484848485,33,7.140000000000001,0.6000000000000001,1.18348623853211
0,1,0,15,1991-03-01,Zabit,73.0,Magomedsharipov,Zabit Magomedsharipov,73.0,2.19,4.53,Orthodox,0.5,,1.2,0.58,6.56,0.77,145,"[0, 0, 2, 1]",0,0,2,1,1.0,0.503448275862069,145,27.326027397260273,-0.9924157933699781,1.2604338145228833,2.135271987768016,-0.7232227355154641,0.8105748346821872,0.7435271551403299,0.3575981616984326,0.8529975763737371,3.398084553223994,0.7451904608240707,0.9375,16,6.720000000000001,2.3400000000000003,2.068493150684932
0,6,0,12,1988-10-23,Andre,69.0,Soukhamthath,Andre Soukhamthath,70.0,3.64,2.62,Orthodox,0.4,,0.0,0.5,1.17,0.8,135,"[0, 0, 3, 1]",0,0,3,1,1.0144927536231885,0.5185185185185185,135,29.67945205479452,-0.32930686463768716,0.762564401924227,1.201272131626874,0.18839332838182637,-0.3505097618072115,0.028776094118143514,-0.5181187286124248,0.5197270603468948,-0.2687073330520333,0.8509980305696537,0.6666666666666666,18,6.26,-1.02,0.7197802197802198
0,3,0,15,1987-12-01,Curtis,74.0,Millender,Curtis Millender,76.0,3.12,4.25,Orthodox,0.41,,0.0,1.0,0.68,0.6,170,"[0, 0, 0, 2]",0,0,0,2,1.027027027027027,0.4470588235294118,170,30.575342465753426,-0.4866194311418866,1.2222377621389686,1.4367802675028274,-0.1039459554832819,0.19723486267908452,-0.158993967664463,-0.6855542864217495,2.7065551185472265,-0.5759160568272416,0.027137667446743178,0.8333333333333334,18,7.37,1.13,1.3621794871794872
1,11,0,14,1982-10-15,Vaughan,66.0,Lee,Vaughan Lee,66.0,2.07,3.47,Orthodox,0.47,,1.0,0.33,0.81,0.72,125,"[1, 0, 0, 0]",1,0,0,0,1.0,0.528,125,35.706849315068496,1.3660644495373948,-0.19064977087462112,0.2731593760847216,-0.7253058642107598,0.40726219392636365,0.735313222443416,0.08708687666249193,-0.10675820282919983,-0.47272127673408726,0.7323727340075019,0.5576923076923077,26,5.54,1.4000000000000004,1.676328502415459
0,3,0,15,1984-10-25,Augusto,73.0,Montano,Augusto Montano,73.0,2.66,3.46,Orthodox,0.46,,0.0,0.0,0.0,0.66,170,"[1, 1, 0, 0]",1,1,0,0,1.0,0.4294117647058823,170,33.676712328767124,0.295494894760542,-0.17872344635051282,0.876504708644069,-0.4537604860998241,0.013138506726738254,0.34916322310627507,-0.6855542864217495,-1.4660400230700807,-1.103823232966271,0.26201057685306084,0.8333333333333334,18,6.12,0.7999999999999998,1.300751879699248
0,3,0,11,1987-06-09,Jimy,69.0,Hettes,Jimy Hettes,71.0,3.5,3.47,Southpaw,0.57,,1.4,0.44,5.2,0.61,145,"[1, 0, 0, 0]",1,0,0,0,1.0289855072463767,0.4896551724137931,145,31.054794520547944,0.012712145469716492,0.3128736419028426,0.04830932099022796,0.11191889540787847,0.11766408890547836,1.3986629701590798,0.49677150030539013,0.2855834384603669,2.4601358204377575,0.09940855696048374,0.7857142857142857,14,6.970000000000001,-0.029999999999999805,0.9914285714285714
0,2,0,8,1996-08-28,Carls,65.0,John De Tomas,Carls John De Tomas,71.0,3.93,1.74,Southpaw,0.37,,0.0,0.33,1.37,0.66,125,"[0, 0, 2, 0]",0,0,2,0,1.0923076923076922,0.568,125,21.827397260273973,-2.2291721361652868,1.9779913728242018,-0.3531084617680534,0.5709476091472009,-0.9532344777315073,-0.1850521957946808,-0.6125854657541107,-0.10675820282919983,-0.17595266603304546,0.5300915283364782,0.8,10,5.67,-2.1900000000000004,0.4427480916030534
0,2,1,12,1981-12-09,Stanislav,71.0,Nedkov,Stanislav Nedkov,71.0,5.39,3.33,Orthodox,0.43,,0.0,0.41,2.77,0.0,205,"[1, 0, 0, 0]",1,0,0,0,1.0,0.3463414634146341,205,36.556164383561644,0.770506280190487,-1.8353072746788641,-1.7082037074499619,1.3829488422439156,-0.2074085684146855,-0.36328097877900295,-0.48917308368814894,0.33687519976449753,0.7871309293823356,-1.9347849923246987,0.8571428571428571,15,8.719999999999999,-2.0599999999999996,0.6178107606679035
0,6,0,7,1987-05-05,Cortney,67.0,Casey,Cortney Casey,67.0,4.1,4.39,Orthodox,0.39,,0.6,0.5,0.31,0.25,115,"[2, 3, 2, 1]",2,3,2,1,1.0,0.5826086956521739,115,31.15068493150685,0.13976059896234289,1.143934478704789,1.5617661118264643,0.08927849363430197,0.38508765237257125,-0.40325129241596,-0.10367013192091563,0.4443437140460373,-0.7690100141026942,-0.7571746205745815,0.5384615384615384,13,8.489999999999998,0.29000000000000004,1.0707317073170732
0,2,0,5,1992-12-22,Leonardo,68.0,Morales,Leonardo Morales,68.0,2.05,2.05,Southpaw,0.47,,0.0,0.0,0.0,0.62,135,"[1, 0, 0, 0]",1,0,0,0,1.0,0.5037037037037037,135,25.512328767123286,-1.2464812267615883,-0.02971030137367235,0.635692645530173,-0.7646698440446651,-0.7245567720477092,0.6381098870698196,-0.5181187286124248,-1.4320722662196543,-1.0302868553778863,0.20428703594972838,0.7142857142857143,7,4.1,0.0,1.0
0,4,0,5,1986-08-20,Elizabeth,66.0,Phillips,Elizabeth Phillips,65.0,3.07,2.6,Orthodox,0.33,,0.2,0.25,0.75,0.53,135,"[1, 1, 0, 0]",1,1,0,0,0.9848484848484849,0.48148148148148145,135,31.85753424657534,0.15008407414502198,-1.2181223563205215,-0.49546632666322865,-0.15327082777106688,-0.3636342183068781,-0.5805576988335331,-0.3721528004119513,-0.4561726029363798,-0.5420948538869549,-0.11906846136023407,0.5555555555555556,9,5.67,-0.46999999999999975,0.8469055374592834
